burroughs,b6900,-0.016204051793696682,-0.010153389733007088,-0.03308926562385069,-0.043016458462504466,0.013238657368077028,0.12197210603263846,61.0,40
formation,f4000/100,0.15882953567860292,-0.04669252340876353,-0.022446118992285064,-0.043016458462504466,-0.03762309612324833,-0.03805407200139442,12.0,34
dec,decsys:20:2060,-0.01886818554517765,-0.03339256477140404,-0.022446118992285064,-0.02765693713221386,-0.017278394726718185,-0.01671724826352337,72.0,41
c.r.d,universe:68/137,0.030951115607516455,-0.042116193555048434,-0.040184696711561115,-0.036190004537930864,-0.03762309612324833,-0.03538696903416054,77.0,28
nixdorf,8890/70,-0.001018489410255163,-0.015516276280329462,-0.022446118992285064,0.06620680433067316,-0.03762309612324833,-0.03538696903416054,41.0,67
honeywell,dps:8/52,-0.017003291919140972,-0.015516276280329462,0.11946250276192331,0.01159517293408435,-0.03762309612324833,0.09530107636029964,141.0,181
sperry,80/3,-0.0063467569132170994,-0.04658526567781708,-0.04609755595131979,-0.043016458462504466,-0.03762309612324833,-0.0407211749686283,12.0,24
ibm,3033:u,-0.03911560205643301,0.020236300701819695,0.07215962884385385,0.06620680433067316,0.07427276155766746,-0.006048836394587847,237.0,171
ibm,38/4,0.23875354822303196,-0.037539863701333345,-0.05792327443083716,-0.043016458462504466,-0.03762309612324833,-0.04605538090309606,13.0,20
dg,eclipse:mv/6000,-0.024995693173583876,-0.03339256477140404,-0.04609755595131979,-0.015710642764210057,-0.03762309612324833,-0.04338827793586218,26.0,30
ibm,4341-10,0.005641844968447257,-0.015516276280329462,-0.04609755595131979,-0.029363550613357263,-0.017278394726718185,-0.03271986606692666,34.0,31
siemens,7.872-2,-0.03858277530613682,0.09174145466611801,0.024856754925784395,0.06620680433067316,0.07427276155766746,0.015287987343283203,188.0,149
honeywell,dps:7/45,0.03361524935899742,-0.03339256477140404,-0.04609755595131979,-0.043016458462504466,-0.017278394726718185,-0.03271986606692666,22.0,25
nas,as/3000-n,-0.023663626297843392,-0.015516276280329462,-0.04609755595131979,-0.03960323150021766,-0.03762309612324833,-0.03538696903416054,40.0,29
sperry,90/80-model-3,-0.02819265367536104,-0.03339256477140404,-0.022446118992285064,0.01159517293408435,-0.02745074542498326,-0.027385660132458897,46.0,50
ibm,4341-11,-0.0063467569132170994,-0.015516276280329462,-0.022446118992285064,-0.029363550613357263,-0.03762309612324833,-0.03271986606692666,50.0,42
dg,eclipse:mv/10000,-0.017003291919140972,-0.03339256477140404,0.024856754925784395,-0.015710642764210057,-0.03762309612324833,-0.0407211749686283,138.0,72
burroughs,b2925,-0.016204051793696682,-0.03339256477140404,-0.05792327443083716,-0.043016458462504466,0.003066306669811956,-0.006048836394587847,31.0,22
harris,700,0.025622848104554518,-0.04440435848190598,0.0012053179667496652,-0.03277677757564406,-0.03762309612324833,0.015287987343283203,53.0,50
honeywell,dps:8/50,-0.017003291919140972,-0.015516276280329462,-0.022446118992285064,0.01159517293408435,-0.03762309612324833,0.09530107636029964,66.0,57
